index,fB_median_Thorax,Ti_median_Thorax,Te_median_Thorax,duty_median_Thorax,fBirq_Abd,Tiirq_Abd,Teirq_Abd,duty_irq_Abd,fBmedian_Abdomen,Ti_median_Abdomen,Te_median_Abdomen,duty_median_Abdomen,fBirq_Thorax,Tiirq_Thorax,Teirq_Thorax,duty_irq_Thorax,fB_median_Tot,Ti_median_Tot,Te_median_Tot,duty_median_Tot,fBirq_Tot,Tiirq_Tot,Teirq_Tot,duty_irq_Tot
4800,6.897463002114165,2.05,5.0,0.2712842712842713,3.5339502629222252,2.7,4.05,0.33387121727829694,8.0,3.2,3.7,0.4818652849740933,3.3427726117614833,3.7469390057176413,3.0202350359088195,0.24030994721021973,7.192075796726959,3.35,4.0,0.37254901960784315,5.665156863229085,2.725,4.775,0.40268824199045655
5100,7.102829924348557,2.1,4.8,0.2875264270613108,3.224004966995622,2.7,4.05,0.3260228546830577,7.792207792207792,3.35,3.75,0.48065866988430694,3.418817911077079,3.7637349385240917,3.1898657115207367,0.24048420347041827,6.897463002114165,3.55,4.0,0.37419397289116985,5.950344220361752,2.8749999999999996,4.925000000000001,0.4144086365792413
5400,7.792207792207791,1.9,4.6,0.27272727272727276,3.75,2.5999999999999996,3.0999999999999996,0.3192721257237387,7.792207792207792,3.2,3.8,0.46332851186930996,3.5237585749197544,3.7275065876944287,3.437320539922411,0.2395770227230207,7.407407407407407,2.8,4.3,0.37419397289116985,5.7546343149112635,2.9749999999999996,4.775,0.3836732599898185
5700,8.633540372670808,2.1,4.3,0.3108228980322003,3.9139834353563643,2.7250000000000005,2.9749999999999996,0.39104990532287587,7.843472317156528,3.2,3.7,0.4573730862207897,3.2841725562646635,2.931264920659291,3.076321567386107,0.24280047232995297,8.333333333333334,3.2,4.0,0.41463414634146334,4.466292756929143,2.9,4.05,0.4354923276479066
6000,8.823529411764707,2.1,4.3,0.31395348837209297,3.8932146829810907,2.7,2.9,0.3501636278634877,6.521739130434783,3.8,4.3,0.48913043478260876,3.251804932709781,5.635989452117268,5.545136492507531,0.27190318479803,8.571428571428571,2.8,4.1,0.37254901960784315,4.643962848297214,2.9,4.300000000000001,0.42499999999999993
6300,6.897463002114165,2.55,4.8,0.36453119786453114,4.323741141231886,3.325,4.375,0.41523921659834684,6.593406593406592,3.8,4.3,0.48913043478260876,3.2033700261839053,7.7474153396112975,5.8125731594541445,0.2785980013387061,7.0588235294117645,2.6,4.5,0.3720930232558139,5.957668865325206,3.099999999999999,5.1499999999999995,0.4392794043412418
6600,5.242673992673993,2.45,7.5,0.25245098039215685,3.8492841332631658,6.324999999999999,6.700000000000001,0.36813628451634917,3.1578947368421053,4.0,12.5,0.49065155807365435,4.3489532305975915,17.272499336614064,23.278195806376406,0.29964657903447406,6.315789473684211,3.6,4.7,0.4186046511627907,5.152443083477565,5.1,6.5,0.523989898989899
6900,5.504587155963303,2.3,6.6,0.25490196078431376,4.434171958964338,6.3500000000000005,6.249999999999999,0.455693343607266,4.0,3.8,6.4,0.39473684210526316,4.604225413578241,16.276861845180523,21.709899333346513,0.2864562910505764,6.451612903225806,3.6,4.6,0.3783783783783784,6.170586170586171,4.9,6.249999999999999,0.4442361497235191
7200,7.894736842105263,2.5,4.5,0.3969465648854962,4.0,3.1,3.2,0.40110785272075605,6.742424242424242,3.6500000000000004,3.95,0.48429124478856467,3.5411804296902316,7.536423295653572,5.6554791525072785,0.27935072164542285,7.692307692307692,2.9,4.0,0.4025974025974026,5.63434257318694,2.85,4.8999999999999995,0.4442361497235191
7500,8.0,2.5,4.5,0.39873417721518983,4.0594059405940595,3.0,3.5999999999999996,0.3826021934197407,4.25531914893617,3.6,4.3,0.42028985507246375,4.265916283075557,10.801131377054455,13.738191381656625,0.2956203365538886,6.593406593406593,3.4,4.5,0.4186046511627907,6.4935064935064934,5.0,5.1000000000000005,0.48546818854364837
7800,8.571428571428571,2.5,4.4,0.4078947368421053,3.75,2.7,3.3,0.3766759423222868,4.25531914893617,3.8,4.3,0.42028985507246375,4.183872657643587,10.542029471693759,13.237049083483003,0.28437274929566003,6.593406593406593,3.4,4.4,0.42035398230088494,6.28056628056628,5.0,5.0,0.4739686542965232
8100,8.955223880597014,2.4,4.2,0.4078947368421053,3.8932146829810907,2.8000000000000003,3.5,0.3987703118137902,7.742257742257742,3.1,4.0,0.44987095493349216,3.432822324137795,4.766315562879132,4.27569561986209,0.2515043621382229,7.0588235294117645,3.3,4.3,0.4282473057288712,5.8336962391346,3.374999999999999,4.775,0.4293042911316666
8400,9.090909090909092,2.25,4.1,0.410296574770259,4.0045766590389,2.8000000000000003,3.25,0.3981795261046106,20.689655172413794,1.4,1.3,0.5,9.701293346103752,0.8404483343399914,1.0849162182868026,0.15723110845872904,10.0,2.75,3.0,0.4732613277133825,4.0888653416576,2.8000000000000003,2.9,0.40578614798734614
8700,9.600614439324117,2.2,3.8499999999999996,0.39879518072289155,3.7262872628726287,2.6500000000000004,3.0250000000000004,0.3941229310679244,20.689655172413794,1.4,1.3,0.5,9.62748605996799,0.8442776773638334,1.0723222530622707,0.1564080445303597,10.0,2.8,3.0,0.4807692307692307,4.07239819004525,2.8000000000000003,2.85,0.40097204054685065
9000,1.9481246501212914,2.4000000000000004,14.6,0.18665123456790123,2.9813998663768992,5.3999999999999995,25.324999999999996,0.33218811086129413,0.5509641873278237,6.4,6.6,0.6666666666666666,5.264349497847543,56.17716024625429,151.46222851479067,0.4280092603039807,1.3191107227804477,5.45,28.35,0.245789039367021,1.5029833227368319,23.475,64.6,0.6191799891071027
9300,0.6097560975609756,2.2,21.7,0.05652173913043478,2.9188878743939815,4.3500000000000005,168.85,0.16372730890007312,1.2688595771076205,17.45,5.3,0.736318407960199,4.915661144747787,52.23173638425479,143.79951259106747,0.42427760030712663,1.8518518518518519,8.9,28.0,0.2962962962962963,1.4718051547904338,26.85,62.74999999999999,0.7352937819118577
9600,0.42444759840185087,5.25,63.3,0.13303571428571428,0.9651461742253078,10.525,186.95,0.2772885244141091,1.9867549668874174,8.8,15.3,0.36541889483065954,3.83301080195428,11.91003670686931,94.3232419627261,0.36121585122119637,4.041549487435362,3.8,6.050000000000001,0.36051693404634577,4.4152540254025405,6.475,10.95,0.5297495341736914
9900,2.1417159088027184,3.3,14.1,0.37292889758643183,2.4678048414467875,11.825,38.92500000000001,0.6246246730482706,3.04953560371517,7.3500000000000005,4.15,0.6144249512670565,4.870888821008325,41.79949985832124,26.395050246897274,0.3361637209710987,6.818181818181818,3.6,4.3,0.42035398230088494,5.9943977591036415,5.5,4.85,0.4858902460125768
10200,3.6363636363636367,3.0,5.9,0.3641975308641975,6.220657276995306,8.0,14.7,0.5108359133126935,8.823529411764707,2.9,3.5,0.42028985507246375,3.524877275588799,3.1892924939336345,3.6566663035702986,0.2361875510666167,7.894736842105263,3.1,3.9,0.41463414634146334,4.5755968169761285,3.1,4.4,0.4507020757020757
10500,5.5300713557594285,4.1,5.75,0.4069141781006188,5.157731284733572,6.325000000000001,6.775000000000001,0.4560616304681183,9.523809523809524,2.6,3.4,0.4178571428571428,3.230900626406793,2.271448272342751,2.854627227637188,0.23645817146394343,8.333333333333334,3.1,3.8,0.42857142857142855,4.8319327731092425,3.1,3.9,0.4259436215957955
10800,9.090909090909092,2.3,4.2,0.39999999999999997,3.9611263977518885,2.85,3.5,0.40674132530335866,8.823529411764707,2.7,3.7,0.4178571428571428,3.570243313617675,3.22545153144476,3.7681227303095346,0.23673598046122538,9.230769230769232,2.9,3.5,0.43564356435643564,4.720279720279718,2.9,3.3999999999999995,0.429384203480589
11100,9.090909090909092,2.3,4.0,0.4078947368421053,4.029038112522686,2.9,3.5,0.4082324455205812,8.514492753623188,3.0,3.75,0.4310751600943714,3.725952912464854,3.734462562393853,4.074459229371552,0.23683587020819297,9.090909090909092,2.95,3.6500000000000004,0.4321074964639321,4.798641574664471,2.8749999999999996,3.65,0.42955025832025634
11400,10.0,2.2,3.3,0.41666666666666663,3.069053708439899,2.6,3.0999999999999996,0.4452380952380953,9.523809523809524,2.55,3.4,0.41128057988523103,3.224194434886422,2.1919495740955983,2.917014645699856,0.235672442446117,9.523809523809524,2.8499999999999996,3.3,0.4387520147363574,4.500157844891088,2.8000000000000003,2.95,0.42830550105140275
11700,10.0,2.2,3.3,0.4096385542168674,3.488450174590385,2.7,3.0,0.4442101552024414,9.83606557377049,2.45,3.3499999999999996,0.4352159468438538,3.2676183999295554,2.1756503079953182,2.6569956314538143,0.2284028338644207,10.169491525423728,2.6,3.1,0.42857142857142855,4.307692307692308,2.8499999999999996,2.7500000000000004,0.4357261650205342
12000,10.0,2.2,3.25,0.41468253968253965,3.5803016858917474,2.7,3.0,0.44402039054914255,10.0,2.4,3.3,0.4444444444444445,3.189892686076178,1.9988989804881958,2.447004568549263,0.2253632126771697,10.169491525423728,2.5,3.1,0.4193548387096774,4.136789851075566,2.7,2.7,0.4325396825396825
12300,10.0,2.2,3.3,0.3981132075471698,3.9359565744105858,2.7,2.9749999999999996,0.43785572953562785,10.16949152542373,2.3,3.3,0.4418604651162791,3.1664565647930525,1.978418007132283,2.041286663793475,0.2252916701890841,10.344827586206897,2.5,3.1,0.42396313364055294,4.364124398370974,2.7,2.675,0.4335631820893427
12600,10.0,2.2,3.3,0.39999999999999997,3.852879179840949,2.6500000000000004,2.95,0.44098916475315725,10.16949152542373,2.4,3.25,0.4475743348982786,3.1628184608199628,1.9111346538588614,2.0294972106183935,0.22495203001730638,10.169491525423728,2.55,3.05,0.42857142857142855,4.136789851075566,2.7,2.7,0.4328927898843153
12900,10.0,2.2,3.25,0.40512820512820513,3.6440771960958287,2.625,2.925,0.44058506032011463,10.0,2.3499999999999996,3.3499999999999996,0.4374656656290057,3.1702704377885333,1.9899771501127883,2.0617740099255446,0.2255751261341711,10.169491525423728,2.6,3.0,0.43564356435643564,4.26434087148373,2.7,2.8000000000000003,0.43337895217040384
13200,10.0,2.2,3.3,0.4048192771084337,4.061224489795919,2.7,3.0,0.4399006427341315,10.0,2.3499999999999996,3.3,0.44315245478036175,3.2211124725243865,1.9897918590432893,2.0479788169982167,0.22475469655791896,10.169491525423728,2.6,3.0,0.4418604651162791,4.26434087148373,2.7,2.7500000000000004,0.43277508743610443
13500,9.83606557377049,2.2,3.7,0.41116848345764,3.8751814223512326,2.6250000000000004,3.1000000000000005,0.4249813363195223,9.756742464304601,2.4,3.4,0.4196687370600414,3.42512083324033,2.0943526794568372,2.6496727571685406,0.22300411434126743,10.0,2.8,3.0,0.4501543606894778,4.5,2.8000000000000003,2.7,0.42504270647653003
13800,9.67741935483871,2.2,3.8,0.39879518072289155,4.09183905433053,2.6999999999999997,3.1250000000000004,0.41675530089892265,8.955223880597014,2.7,3.55,0.4178571428571428,3.4524506596168725,2.4867466015941875,2.9687285035643196,0.2350498522612733,10.0,2.8,3.0,0.4565217391304348,4.744897959183673,2.8000000000000003,2.7,0.42413101604278075
14100,9.375,2.25,4.0,0.4048192771084337,4.192546583850932,2.8000000000000003,3.2,0.4141378349629717,9.023066485753054,2.6500000000000004,3.55,0.4161255411255411,3.4185835659200063,2.2765838266134613,2.83280668570818,0.23155003500894655,10.169491525423728,2.5,3.0,0.42857142857142855,4.657849338700405,2.7,2.7,0.426894107221976
14400,9.375,2.25,4.0,0.4048192771084337,4.192546583850932,2.725,3.225,0.43489593855704733,9.677419354838712,2.4,3.4,0.4244306418219461,3.456240273096666,2.2115902846209936,2.632441605117309,0.22571917154424345,10.0,2.9,3.0,0.4565217391304348,4.6377597109304425,2.8000000000000003,2.8,0.4177621949680773
14700,9.836065573770492,2.2,3.3,0.39999999999999997,3.8699690402476756,2.6999999999999997,3.0,0.43634767339771724,10.0,2.4,3.4,0.4418604651162791,3.3893095946524925,1.9807270649473026,2.4150881415866743,0.2199227316476285,10.0,2.8,3.1,0.4387520147363574,4.533769063180828,2.8000000000000003,2.8,0.4207892745672596
15000,10.0,2.2,3.2,0.4126984126984127,3.6734693877551017,2.6,3.0,0.4421252371916509,10.169491525423728,2.3,3.1500000000000004,0.45392354124748496,3.209035937020346,1.765779065597399,1.9989403945082147,0.2225943040407256,10.169491525423728,2.6,3.1,0.43564356435643564,4.605263157894737,2.7,2.7,0.41651205936920227
15300,10.0,2.2,3.2,0.4126984126984127,3.6734693877551017,2.6,2.9000000000000004,0.43658088235294107,10.0,2.3499999999999996,3.4,0.44315245478036175,3.3553089313262303,1.9688132890360823,2.3871850672555226,0.2235916890764527,10.0,2.8,3.1,0.4428237236823999,4.5,2.8249999999999993,2.8,0.42778124763418884
15600,9.836065573770492,2.2,3.25,0.41885964912280704,3.8751814223512326,2.6249999999999996,3.0,0.42828939304754743,10.0,2.4,3.4,0.4444444444444444,3.345665501549393,1.9559501656531457,2.3782788815178235,0.22305443980862638,10.169491525423728,2.6,3.1,0.4418604651162791,4.5789267123853605,2.7,2.6500000000000004,0.419388879118031
15900,9.836065573770492,2.2,3.3,0.42622950819672134,3.846153846153843,2.6999999999999997,3.0,0.4227642276422764,10.0,2.4,3.3,0.45070422535211274,3.3387931436557117,1.9802491857524582,2.3626998736815814,0.22275925716811623,9.918032786885245,2.8499999999999996,3.1,0.4428237236823999,4.357298474945535,2.8000000000000003,2.75,0.41674036716744867
16200,9.836065573770492,2.2,3.2,0.4166666666666667,3.9093259681494956,2.65,3.0,0.4183623303198316,10.0,2.4,3.4,0.4418604651162791,3.3851947365662203,2.00872642809707,2.387192827799646,0.22136616804839046,9.836065573770492,2.8499999999999996,3.1,0.4428237236823999,4.357298474945535,2.8000000000000003,2.7250000000000005,0.4150590504309729
16500,10.0,2.2,3.1,0.42364106988783434,3.9411764705882355,2.6,2.9000000000000004,0.42907319456847326,10.169491525423728,2.4,3.1,0.4593406593406594,3.189758618108378,1.7364200689805231,1.9771506522116955,0.22026670966169767,10.344827586206895,2.5,3.05,0.4387520147363574,4.90760265924054,2.5999999999999996,2.5,0.40789197238115654
16800,10.0,2.2,3.1,0.41463414634146345,4.025719876991893,2.6,2.9000000000000004,0.42883943407470904,9.677419354838712,2.5,3.4,0.4444444444444444,3.3875094800114947,2.0629877558478475,2.454842428942044,0.22381213557476284,10.169491525423728,2.6,3.1,0.4418604651162791,4.541487647690656,2.6750000000000003,2.675,0.4084886128364389
